customer_id,plan_type,industry_vertical,region,acquisition_channel,contract_type,tenure_months,monthly_revenue,annual_revenue,support_tickets_last_90d,nps_score,login_frequency_per_month,cac_inr,signup_date,churn_date,churned,arr_loss_inr
RIQ-00700,Enterprise,Edtech,Bengaluru,Organic Search,Annual,2,5560.0,66720.0,2.0,79.0,17,24100.0,2022-03-02,,0,0.0
RIQ-00701,Basic,E-commerce,Delhi,Organic Search,Monthly,35,950.0,11400.0,1.0,51.0,1,4400.0,2023-05-10,,0,0.0
RIQ-00702,Enterprise,E-commerce,Bengaluru,Organic Search,Annual,29,6900.0,82800.0,1.0,,17,55200.0,2023-01-03,,0,0.0
RIQ-00703,Pro,Fintech,Pune,Organic Search,Annual,25,2230.0,26760.0,1.0,52.0,21,10400.0,2022-05-14,,0,0.0
RIQ-00704,Pro,Edtech,Chennai,Paid Search,Annual,53,1940.0,23280.0,1.0,54.0,7,8800.0,2022-03-06,,0,0.0
RIQ-00705,Basic,E-commerce,Delhi,Social Media,Annual,2,840.0,10080.0,2.0,68.0,11,3700.0,2023-08-14,2023-10-21,1,10080.0
RIQ-00706,Basic,Healthcare,Chennai,Referral,Monthly,12,670.0,8040.0,0.0,16.0,6,4100.0,2023-06-20,,0,0.0
RIQ-00707,Basic,Edtech,Chennai,Organic Search,Monthly,31,860.0,10320.0,2.0,31.0,1,4000.0,2023-05-09,2025-11-20,1,10320.0
RIQ-00708,Enterprise,E-commerce,Hyderabad,Organic Search,Annual,26,9130.0,109560.0,1.0,84.0,17,26300.0,2023-09-20,,0,0.0
RIQ-00709,Basic,E-commerce,Chennai,Direct,Monthly,5,920.0,11040.0,3.0,66.0,1,2500.0,2023-05-23,2023-11-01,1,11040.0
RIQ-00710,Pro,Fintech,Hyderabad,Direct,Annual,1,1830.0,21960.0,2.0,47.0,12,8000.0,2022-10-12,,0,0.0
RIQ-00711,Pro,Fintech,Hyderabad,Email Campaign,Monthly,18,1900.0,22800.0,1.0,53.0,18,13200.0,2022-08-29,2024-02-07,1,22800.0
RIQ-00712,Enterprise,E-commerce,Hyderabad,Social Media,Annual,15,9280.0,111360.0,1.0,100.0,23,49800.0,2023-04-03,,0,0.0
RIQ-00713,Enterprise,Fintech,Pune,Social Media,Annual,22,5090.0,61080.0,3.0,46.0,16,20000.0,2023-02-18,,0,0.0
RIQ-00714,Pro,E-commerce,Hyderabad,Organic Search,Annual,7,1590.0,19080.0,0.0,78.0,10,11700.0,2023-09-11,,0,0.0
RIQ-00715,Basic,Edtech,Pune,Email Campaign,Annual,6,780.0,9360.0,2.0,59.0,5,4000.0,2023-11-02,,0,0.0
RIQ-00716,Basic,Edtech,Bengaluru,Referral,Monthly,5,530.0,6360.0,2.0,5.0,1,3400.0,2022-08-17,2023-01-26,1,6360.0
RIQ-00717,Pro,Healthcare,Delhi,Direct,Monthly,60,1970.0,23640.0,0.0,83.0,14,10100.0,2023-11-04,,0,0.0
RIQ-00718,Basic,Healthcare,Delhi,Referral,Annual,9,830.0,9960.0,1.0,15.0,3,3000.0,2022-01-03,,0,0.0
RIQ-00719,Basic,Fintech,Bengaluru,Email Campaign,Monthly,5,640.0,7680.0,1.0,2.0,12,4100.0,2023-06-19,2023-11-12,1,7680.0
RIQ-00720,Pro,E-commerce,Mumbai,Social Media,Monthly,5,1640.0,19680.0,1.0,92.0,4,7800.0,2023-02-24,2023-07-12,1,19680.0
RIQ-00721,Enterprise,Edtech,Delhi,Organic Search,Annual,20,9260.0,111120.0,1.0,59.0,24,48700.0,2022-08-09,,0,0.0
RIQ-00722,Enterprise,E-commerce,Bengaluru,Paid Search,Annual,2,5540.0,66480.0,0.0,82.0,18,46900.0,2023-03-01,,0,0.0
RIQ-00723,Basic,Healthcare,Mumbai,Referral,Monthly,4,560.0,6720.0,2.0,33.0,3,4000.0,2023-04-07,2023-08-04,1,6720.0
RIQ-00724,Basic,E-commerce,Bengaluru,Referral,Monthly,27,750.0,9000.0,4.0,24.0,2,4200.0,2023-06-28,,0,0.0
RIQ-00725,Pro,Edtech,Mumbai,Referral,Annual,27,2080.0,24960.0,0.0,47.0,21,14200.0,2023-06-05,,0,0.0
RIQ-00726,Basic,Fintech,Pune,Social Media,Monthly,4,590.0,7080.0,2.0,52.0,8,3200.0,2022-05-12,2022-08-28,1,7080.0
RIQ-00727,Basic,E-commerce,Mumbai,Referral,Monthly,3,750.0,9000.0,3.0,75.0,12,4900.0,2023-01-29,2023-04-27,1,9000.0
RIQ-00728,Basic,Edtech,Bengaluru,Organic Search,Monthly,1,640.0,7680.0,0.0,49.0,2,3400.0,2022-12-18,2023-01-11,1,7680.0
RIQ-00729,Basic,Healthcare,Pune,Paid Search,Monthly,4,850.0,10200.0,1.0,62.0,6,4500.0,2023-06-09,2023-10-01,1,10200.0
RIQ-00730,Pro,E-commerce,Delhi,Organic Search,Annual,5,2240.0,26880.0,0.0,24.0,19,7800.0,2023-07-21,,0,0.0
RIQ-00731,Enterprise,E-commerce,Pune,Paid Search,Annual,5,6450.0,77400.0,1.0,89.0,29,48400.0,2022-12-20,,0,0.0
RIQ-00732,Pro,E-commerce,Hyderabad,Email Campaign,Monthly,1,2470.0,29640.0,0.0,53.0,20,11700.0,2022-07-02,2022-08-02,1,29640.0
RIQ-00733,Basic,E-commerce,Bengaluru,Email Campaign,Monthly,3,880.0,10560.0,4.0,40.0,4,3700.0,2023-07-30,2023-10-28,1,10560.0
RIQ-00734,Basic,Fintech,Hyderabad,Social Media,Monthly,4,840.0,10080.0,2.0,63.0,1,4600.0,2023-07-01,2023-10-23,1,10080.0
RIQ-00735,Basic,Edtech,Delhi,Referral,Annual,6,550.0,6600.0,1.0,93.0,6,2200.0,2023-01-26,2023-07-14,1,6600.0
RIQ-00736,Pro,Healthcare,Delhi,Email Campaign,Annual,1,2280.0,27360.0,3.0,53.0,13,7300.0,2022-10-21,,0,0.0
RIQ-00737,Basic,E-commerce,Mumbai,Social Media,Monthly,8,890.0,10680.0,4.0,32.0,12,3600.0,2022-07-28,2023-04-03,1,10680.0
RIQ-00738,Basic,Healthcare,Mumbai,Referral,Monthly,1,810.0,9720.0,1.0,40.0,3,3700.0,2023-11-23,2023-12-31,1,9720.0
RIQ-00739,Pro,Edtech,Mumbai,Paid Search,Monthly,27,1890.0,22680.0,2.0,50.0,12,13200.0,2023-06-08,,0,0.0
RIQ-00740,Enterprise,Edtech,Mumbai,Organic Search,Annual,11,8320.0,99840.0,1.0,72.0,24,59000.0,2023-01-26,,0,0.0
RIQ-00741,Pro,Fintech,Hyderabad,Referral,Monthly,16,1810.0,21720.0,3.0,56.0,15,12700.0,2023-07-20,,0,0.0
RIQ-00742,Basic,Healthcare,Bengaluru,Social Media,Monthly,6,930.0,11160.0,0.0,65.0,7,2700.0,2023-03-30,2023-10-07,1,11160.0
RIQ-00743,Pro,E-commerce,Mumbai,Direct,Annual,9,1870.0,22440.0,0.0,71.0,10,11400.0,2023-08-26,,0,0.0
RIQ-00744,Basic,Healthcare,Delhi,Paid Search,Annual,5,980.0,11760.0,3.0,51.0,7,2500.0,2022-10-29,2023-03-27,1,11760.0
RIQ-00745,Pro,E-commerce,Pune,Organic Search,Annual,14,1670.0,20040.0,0.0,82.0,8,6400.0,2023-06-11,,0,0.0
RIQ-00746,Pro,E-commerce,Bengaluru,Social Media,Monthly,1,1760.0,21120.0,2.0,70.0,20,6100.0,2022-06-14,2022-07-17,1,21120.0
RIQ-00747,Pro,E-commerce,Mumbai,Social Media,Monthly,13,2440.0,29280.0,0.0,77.0,19,8900.0,2022-02-10,,0,0.0
RIQ-00748,pro,Fintech,Bengaluru,Organic Search,Monthly,20,2430.0,29160.0,1.0,68.0,18,8700.0,2023-09-23,,0,0.0
RIQ-00749,Basic,Edtech,Delhi,Social Media,Monthly,2,770.0,9240.0,1.0,76.0,6,4100.0,2022-03-16,2022-05-25,1,9240.0
RIQ-00750,Basic,Edtech,Bengaluru,Social Media,Monthly,7,760.0,9120.0,1.0,41.0,5,2500.0,2023-06-02,,0,0.0
RIQ-00751,Basic,Fintech,Delhi,Email Campaign,Annual,6,670.0,8040.0,2.0,27.0,6,4000.0,2022-08-07,,0,0.0
RIQ-00752,Basic,Fintech,Delhi,Email Campaign,Monthly,5,970.0,11640.0,1.0,53.0,8,3400.0,2023-09-26,2024-02-24,1,11640.0
RIQ-00753,Basic,Healthcare,Delhi,Social Media,Monthly,1,820.0,9840.0,3.0,48.0,11,3000.0,2022-04-28,2022-06-03,1,9840.0
RIQ-00754,Pro,Healthcare,Pune,Paid Search,Annual,4,2420.0,29040.0,0.0,52.0,19,12100.0,2022-09-07,,0,0.0
RIQ-00755,Basic,Edtech,Mumbai,Organic Search,Annual,18,960.0,11520.0,3.0,59.0,8,3200.0,2022-04-27,,0,0.0
RIQ-00756,Basic,Edtech,Bengaluru,Paid Search,Monthly,12,950.0,11400.0,1.0,49.0,5,4400.0,2023-01-19,2024-01-15,1,11400.0
RIQ-00757,Basic,E-commerce,Bengaluru,Referral,Monthly,6,950.0,11400.0,2.0,41.0,8,3000.0,2022-07-17,,0,0.0
RIQ-00758,Basic,Fintech,Mumbai,Paid Search,Monthly,2,980.0,11760.0,2.0,45.0,8,2000.0,2023-07-05,2023-09-05,1,11760.0
RIQ-00759,Basic,Edtech,Bengaluru,Direct,Monthly,23,890.0,10680.0,5.0,43.0,7,4500.0,2023-03-11,,0,0.0
RIQ-00760,Enterprise,E-commerce,Hyderabad,Social Media,Annual,9,9390.0,112680.0,2.0,71.0,13,49900.0,2023-03-22,,0,0.0
RIQ-00761,Basic,Healthcare,Bengaluru,Referral,Monthly,5,580.0,6960.0,2.0,81.0,14,3000.0,2023-04-16,2023-09-20,1,6960.0
RIQ-00762,Basic,E-commerce,Mumbai,Direct,Annual,8,900.0,10800.0,4.0,52.0,5,2200.0,2023-07-26,,0,0.0
RIQ-00763,Basic,E-commerce,Delhi,Paid Search,Monthly,16,700.0,8400.0,0.0,41.0,4,3200.0,2023-04-07,2024-08-04,1,8400.0
RIQ-00764,Pro,Fintech,Mumbai,Social Media,Annual,9,1620.0,19440.0,0.0,83.0,18,11600.0,2022-01-07,,0,0.0
RIQ-00765,Basic,Healthcare,Pune,Direct,Annual,1,790.0,9480.0,3.0,57.0,13,3100.0,2022-03-16,,0,0.0
RIQ-00766,Pro,Edtech,Chennai,Organic Search,Monthly,12,2180.0,26160.0,2.0,59.0,11,12900.0,2023-09-14,,0,0.0
RIQ-00767,Basic,Healthcare,Pune,Organic Search,Monthly,1,700.0,8400.0,2.0,61.0,5,3400.0,2023-11-08,2023-11-23,1,8400.0
RIQ-00768,Basic,E-commerce,Chennai,Social Media,Monthly,11,690.0,8280.0,1.0,44.0,2,4900.0,2023-07-13,2024-06-01,1,8280.0
RIQ-00769,Pro,Fintech,Hyderabad,Social Media,Monthly,40,2410.0,28920.0,1.0,50.0,10,14500.0,2023-10-26,,0,0.0
RIQ-00770,Basic,Edtech,Pune,Paid Search,Monthly,3,780.0,9360.0,1.0,42.0,1,2000.0,2022-05-07,2022-07-22,1,9360.0
RIQ-00771,Pro,Healthcare,Mumbai,Paid Search,Annual,6,2450.0,29400.0,0.0,43.0,9,12700.0,2022-11-09,,0,0.0
RIQ-00772,Basic,Fintech,Delhi,Paid Search,Annual,7,600.0,7200.0,0.0,42.0,2,4600.0,2023-10-24,,0,0.0
RIQ-00773,Basic,Healthcare,Hyderabad,Referral,Monthly,14,810.0,9720.0,1.0,97.0,8,2600.0,2022-09-16,,0,0.0
RIQ-00774,Enterprise,Healthcare,Pune,Email Campaign,Annual,60,9260.0,111120.0,0.0,74.0,15,31600.0,2023-07-17,,0,0.0
RIQ-00775,Pro,E-commerce,Delhi,Referral,Annual,3,1570.0,18840.0,0.0,47.0,8,11200.0,2022-04-11,,0,0.0
RIQ-00776,Pro,E-commerce,Pune,Paid Search,Monthly,17,1860.0,22320.0,1.0,66.0,17,6900.0,2023-11-19,,0,0.0
RIQ-00777,Enterprise,Fintech,Mumbai,Paid Search,Annual,47,9500.0,114000.0,2.0,60.0,27,46400.0,2022-11-22,,0,0.0
RIQ-00778,Enterprise,Edtech,Bengaluru,Referral,Annual,22,8470.0,101640.0,2.0,81.0,25,32700.0,2022-06-06,,0,0.0
RIQ-00779,Basic,Healthcare,Mumbai,Organic Search,Annual,13,710.0,8520.0,2.0,48.0,13,2900.0,2022-01-05,,0,0.0
RIQ-00780,Basic,E-commerce,Bengaluru,Social Media,Monthly,14,820.0,9840.0,3.0,43.0,5,3100.0,2022-10-11,2023-12-16,1,9840.0
RIQ-00781,Pro,E-commerce,Mumbai,Paid Search,Annual,14,1980.0,23760.0,1.0,57.0,7,8700.0,2023-04-02,,0,0.0
RIQ-00782,Enterprise,E-commerce,Hyderabad,Paid Search,Monthly,1,5880.0,70560.0,0.0,58.0,9,53100.0,2023-09-14,,0,0.0
RIQ-00783,Basic,Fintech,Delhi,Organic Search,Monthly,5,940.0,11280.0,1.0,45.0,1,4200.0,2022-07-21,2022-12-11,1,11280.0
RIQ-00784,Pro,E-commerce,Bengaluru,Organic Search,Annual,15,2390.0,28680.0,0.0,93.0,25,13300.0,2023-06-04,,0,0.0
RIQ-00785,Pro,Edtech,Chennai,Email Campaign,Monthly,6,2270.0,27240.0,1.0,69.0,15,11000.0,2022-08-06,,0,0.0
RIQ-00786,Basic,E-commerce,Delhi,Referral,Monthly,3,1000.0,12000.0,0.0,30.0,8,4300.0,2023-04-29,2023-08-02,1,12000.0
RIQ-00787,Basic,Edtech,Mumbai,Direct,Monthly,11,890.0,10680.0,1.0,83.0,2,3400.0,2022-10-25,2023-09-09,1,10680.0
RIQ-00788,Pro,E-commerce,Delhi,Email Campaign,Annual,18,2000.0,24000.0,0.0,60.0,20,14700.0,2023-11-10,,0,0.0
RIQ-00789,Enterprise,Healthcare,Bengaluru,Paid Search,Monthly,18,8420.0,101040.0,2.0,64.0,20,42700.0,2023-06-11,,0,0.0
RIQ-00790,Pro,Healthcare,Pune,Referral,Annual,1,2060.0,24720.0,0.0,57.0,10,14500.0,2022-05-30,2022-07-07,1,24720.0
RIQ-00791,Basic,E-commerce,Hyderabad,Social Media,Monthly,6,880.0,10560.0,2.0,76.0,6,2200.0,2022-08-26,,0,0.0
RIQ-00792,Basic,Edtech,Mumbai,Referral,Monthly,3,600.0,7200.0,1.0,30.0,6,3400.0,2023-01-05,2023-04-02,1,7200.0
RIQ-00793,Basic,Edtech,Hyderabad,Social Media,Annual,5,990.0,11880.0,3.0,43.0,2,4100.0,2022-11-28,2023-04-15,1,11880.0
RIQ-00794,Enterprise,Healthcare,Mumbai,Direct,Annual,13,9170.0,110040.0,1.0,100.0,18,35100.0,2022-09-27,,0,0.0
RIQ-00795,Pro,E-commerce,Delhi,Paid Search,Annual,11,1880.0,22560.0,0.0,61.0,11,13500.0,2023-08-25,,0,0.0
RIQ-00796,Enterprise,Fintech,Hyderabad,Referral,Annual,50,6880.0,82560.0,0.0,100.0,22,54700.0,2022-08-17,,0,0.0
RIQ-00797,Basic,Fintech,Bengaluru,Paid Search,Monthly,4,740.0,8880.0,4.0,42.0,3,3800.0,2023-05-09,2023-09-19,1,8880.0
RIQ-00798,Pro,E-commerce,Delhi,Paid Search,Monthly,13,1660.0,19920.0,0.0,52.0,15,8500.0,2022-03-20,,0,0.0
RIQ-00799,Pro,Edtech,Mumbai,Referral,Monthly,9,1660.0,19920.0,0.0,61.0,4,11900.0,2023-09-09,2024-06-12,1,19920.0
RIQ-00800,Basic,E-commerce,Pune,Organic Search,Monthly,1,660.0,7920.0,4.0,,10,4000.0,2022-04-27,2022-05-27,1,7920.0
RIQ-00801,Basic,Healthcare,Pune,Referral,Annual,23,820.0,9840.0,2.0,41.0,3,2100.0,2023-02-25,,0,0.0
RIQ-00802,Basic,Fintech,Pune,Organic Search,Monthly,4,580.0,6960.0,1.0,50.0,3,2100.0,2023-10-07,2024-02-05,1,6960.0
RIQ-00803,Enterprise,E-commerce,Bengaluru,Organic Search,Annual,19,6290.0,75480.0,1.0,69.0,18,58800.0,2022-07-04,,0,0.0
RIQ-00804,Basic,Fintech,Mumbai,Paid Search,Annual,2,820.0,9840.0,1.0,93.0,9,2900.0,2023-11-09,2024-01-19,1,9840.0
RIQ-00805,Pro,Healthcare,Bengaluru,Paid Search,Monthly,5,2490.0,29880.0,0.0,81.0,10,9700.0,2023-05-09,2023-09-26,1,29880.0
RIQ-00806,Pro,Fintech,Bengaluru,Referral,Annual,8,2080.0,24960.0,0.0,87.0,6,8400.0,2022-07-06,2023-03-07,1,24960.0
RIQ-00807,Basic,Edtech,Bengaluru,Organic Search,Annual,4,670.0,8040.0,3.0,29.0,1,3800.0,2023-04-10,,0,0.0
RIQ-00808,Basic,Edtech,Pune,Social Media,Monthly,7,570.0,6840.0,2.0,55.0,8,3600.0,2022-01-17,2022-08-06,1,6840.0
RIQ-00809,Pro,Edtech,Mumbai,Organic Search,Annual,10,2330.0,27960.0,0.0,38.0,14,10300.0,2023-09-13,,0,0.0
RIQ-00810,Basic,Edtech,Bengaluru,Paid Search,Annual,3,520.0,6240.0,1.0,41.0,12,3500.0,2023-06-29,,0,0.0
RIQ-00811,Basic,Healthcare,Pune,Paid Search,Monthly,2,560.0,6720.0,0.0,52.0,3,4500.0,2023-09-10,2023-11-11,1,6720.0
RIQ-00812,Pro,Fintech,Hyderabad,Organic Search,Annual,6,2150.0,25800.0,1.0,41.0,17,13900.0,2023-06-19,,0,0.0
RIQ-00813,Basic,E-commerce,Chennai,Paid Search,Annual,1,710.0,8520.0,2.0,28.0,2,4300.0,2023-05-09,2023-06-18,1,8520.0
RIQ-00814,Pro,Healthcare,Mumbai,Direct,Annual,48,2410.0,28920.0,1.0,85.0,16,7200.0,2023-08-13,,0,0.0
RIQ-00815,Pro,Edtech,Mumbai,Social Media,Monthly,26,1730.0,20760.0,1.0,34.0,19,13900.0,2022-03-27,,0,0.0
RIQ-00816,Enterprise,Edtech,Pune,Organic Search,Monthly,7,5940.0,71280.0,1.0,77.0,15,20300.0,2022-01-08,,0,0.0
RIQ-00817,Basic,Fintech,Chennai,Referral,Annual,5,830.0,9960.0,3.0,56.0,13,3200.0,2022-11-20,,0,0.0
RIQ-00818,Pro,Healthcare,Bengaluru,Organic Search,Annual,29,2080.0,24960.0,0.0,76.0,20,9800.0,2022-09-25,,0,0.0
RIQ-00819,Basic,Fintech,Hyderabad,Referral,Monthly,2,640.0,7680.0,3.0,57.0,10,3200.0,2023-11-28,,0,0.0
RIQ-00820,Basic,Healthcare,Mumbai,Organic Search,Monthly,18,780.0,9360.0,3.0,33.0,7,3100.0,2022-07-03,,0,0.0
RIQ-00821,Basic,Fintech,Bengaluru,Referral,Monthly,29,650.0,7800.0,0.0,64.0,6,4100.0,2022-12-19,2025-05-16,1,7800.0
RIQ-00822,Pro,Edtech,Mumbai,Email Campaign,Annual,12,2160.0,25920.0,3.0,37.0,12,12300.0,2022-08-24,,0,0.0
RIQ-00823,Basic,Edtech,Delhi,Paid Search,Annual,8,610.0,7320.0,0.0,42.0,3,4400.0,2023-02-15,,0,0.0
RIQ-00824,Basic,Fintech,Delhi,Direct,Monthly,1,840.0,10080.0,3.0,63.0,2,3200.0,2022-02-23,2022-03-15,1,10080.0
RIQ-00825,Pro,Fintech,Mumbai,Referral,Monthly,19,2320.0,27840.0,1.0,60.0,13,9900.0,2023-04-28,,0,0.0
RIQ-00826,Enterprise,Edtech,Pune,Organic Search,Monthly,6,6110.0,73320.0,0.0,86.0,20,57200.0,2022-03-23,,0,0.0
RIQ-00827,Basic,Healthcare,Mumbai,Paid Search,Monthly,1,700.0,8400.0,1.0,50.0,9,2900.0,2023-11-03,2023-12-04,1,8400.0
RIQ-00828,Basic,Edtech,Chennai,Email Campaign,Monthly,18,890.0,10680.0,1.0,33.0,4,3900.0,2022-06-29,,0,0.0
RIQ-00829,Pro,Fintech,Chennai,Organic Search,Monthly,1,2160.0,25920.0,1.0,47.0,9,6300.0,2023-06-15,,0,0.0
RIQ-00830,Basic,Edtech,Hyderabad,Social Media,Monthly,3,760.0,9120.0,1.0,60.0,9,2500.0,2022-08-26,2022-11-28,1,9120.0
RIQ-00831,Pro,Fintech,Bengaluru,Social Media,Monthly,11,1500.0,18000.0,2.0,51.0,15,8500.0,2022-06-11,,0,0.0
RIQ-00832,Enterprise,E-commerce,Bengaluru,Organic Search,Annual,19,8350.0,100200.0,3.0,45.0,25,49500.0,2023-02-20,,0,0.0
RIQ-00833,Pro,Edtech,Delhi,Organic Search,Monthly,28,1570.0,18840.0,1.0,85.0,13,12500.0,2022-04-03,,0,0.0
RIQ-00834,Enterprise,Healthcare,Delhi,Paid Search,Annual,14,7910.0,94920.0,0.0,81.0,17,44300.0,2022-12-22,,0,0.0
RIQ-00835,Basic,Fintech,Pune,Email Campaign,Monthly,18,600.0,7200.0,3.0,38.0,5,2000.0,2023-02-18,2024-08-14,1,7200.0
RIQ-00836,Basic,Healthcare,Mumbai,Referral,Monthly,2,780.0,9360.0,4.0,50.0,8,2900.0,2023-05-31,,0,0.0
RIQ-00837,Basic,Fintech,Mumbai,Direct,Monthly,2,980.0,11760.0,1.0,55.0,11,4400.0,2023-07-05,2023-09-14,1,11760.0
RIQ-00838,Pro,Healthcare,Pune,Social Media,Annual,38,1880.0,22560.0,1.0,13.0,9,12800.0,2023-05-11,,0,0.0
RIQ-00839,Basic,E-commerce,Mumbai,Social Media,Monthly,3,730.0,8760.0,1.0,65.0,9,3800.0,2023-04-17,2023-07-29,1,8760.0
RIQ-00840,Enterprise,Healthcare,Hyderabad,Paid Search,Monthly,60,5340.0,64080.0,0.0,70.0,16,48000.0,2023-10-11,,0,0.0
RIQ-00841,pro,Fintech,Hyderabad,Social Media,Monthly,1,2300.0,27600.0,2.0,47.0,16,10800.0,2023-02-27,2023-04-13,1,27600.0
RIQ-00842,Basic,Healthcare,Pune,Social Media,Annual,8,630.0,7560.0,2.0,46.0,7,2300.0,2022-10-22,,0,0.0
RIQ-00843,Pro,E-commerce,Delhi,Social Media,Monthly,7,1580.0,18960.0,0.0,60.0,21,8000.0,2022-07-02,2023-01-28,1,18960.0
RIQ-00844,Basic,Fintech,Mumbai,Email Campaign,Annual,1,590.0,7080.0,3.0,44.0,11,4800.0,2023-12-01,,0,0.0
RIQ-00845,Pro,Healthcare,Delhi,Referral,Annual,10,1730.0,20760.0,0.0,77.0,21,8100.0,2022-09-05,2023-07-14,1,20760.0
RIQ-00846,Basic,Healthcare,Delhi,Referral,Monthly,13,920.0,11040.0,4.0,30.0,2,2500.0,2022-12-31,,0,0.0
RIQ-00847,Basic,E-commerce,Delhi,Direct,Monthly,15,840.0,10080.0,3.0,12.0,2,3800.0,2023-11-11,2025-02-03,1,10080.0
RIQ-00848,Basic,E-commerce,Bengaluru,Paid Search,Monthly,2,520.0,6240.0,0.0,37.0,12,3900.0,2023-05-09,2023-07-04,1,6240.0
RIQ-00849,Pro,Edtech,Delhi,Paid Search,Annual,17,2400.0,28800.0,2.0,58.0,13,14900.0,2022-10-09,,0,0.0
RIQ-00850,Basic,Healthcare,Delhi,Direct,Monthly,11,640.0,7680.0,2.0,21.0,6,3700.0,2022-08-16,2023-07-21,1,7680.0
RIQ-00851,Basic,E-commerce,Pune,Organic Search,Annual,1,740.0,8880.0,3.0,60.0,6,2100.0,2023-07-08,,0,0.0
RIQ-00852,Basic,Edtech,Mumbai,Referral,Annual,11,890.0,10680.0,2.0,77.0,7,4900.0,2023-04-14,,0,0.0
RIQ-00853,Basic,Edtech,Delhi,Email Campaign,Monthly,6,840.0,10080.0,3.0,35.0,9,2600.0,2022-01-13,2022-07-18,1,10080.0
RIQ-00854,Basic,Edtech,Delhi,Direct,Monthly,2,810.0,9720.0,2.0,26.0,9,3600.0,2022-09-23,2022-11-12,1,9720.0
RIQ-00855,Enterprise,E-commerce,Bengaluru,Social Media,Annual,58,8060.0,96720.0,0.0,95.0,26,36800.0,2023-01-10,,0,0.0
RIQ-00856,Pro,E-commerce,Bengaluru,Social Media,Monthly,6,2250.0,27000.0,1.0,68.0,13,8500.0,2023-01-09,,0,0.0
RIQ-00857,Basic,Fintech,Pune,Paid Search,Monthly,5,560.0,6720.0,3.0,29.0,5,2700.0,2023-08-13,2024-01-16,1,6720.0
RIQ-00858,Basic,E-commerce,Delhi,Referral,Annual,6,620.0,7440.0,3.0,41.0,6,3100.0,2023-03-19,2023-09-27,1,7440.0
RIQ-00859,Pro,Healthcare,Delhi,Direct,Annual,6,1650.0,19800.0,1.0,67.0,21,10500.0,2022-01-10,,0,0.0
RIQ-00860,Pro,E-commerce,Bengaluru,Paid Search,Monthly,50,2350.0,28200.0,0.0,50.0,11,8800.0,2023-06-14,,0,0.0
RIQ-00861,Basic,Healthcare,Hyderabad,Social Media,Monthly,1,620.0,7440.0,1.0,32.0,9,3200.0,2023-08-05,2023-08-21,1,7440.0
RIQ-00862,Pro,E-commerce,Bengaluru,Organic Search,Annual,20,2310.0,27720.0,2.0,62.0,17,6900.0,2023-05-03,,0,0.0
RIQ-00863,Pro,E-commerce,Pune,Social Media,Annual,2,1760.0,21120.0,1.0,66.0,10,14400.0,2023-01-04,,0,0.0
RIQ-00864,Enterprise,Healthcare,Mumbai,Social Media,Annual,48,5100.0,61200.0,0.0,100.0,28,44200.0,2022-05-05,,0,0.0
RIQ-00865,Basic,Edtech,Chennai,Social Media,Annual,2,790.0,9480.0,5.0,39.0,4,3600.0,2023-10-28,2024-01-01,1,9480.0
RIQ-00866,Enterprise,Healthcare,Bengaluru,Referral,Annual,23,6620.0,79440.0,0.0,75.0,28,55600.0,2023-06-07,,0,0.0
RIQ-00867,Basic,E-commerce,Delhi,Organic Search,Monthly,2,690.0,8280.0,2.0,76.0,11,3400.0,2022-10-21,,0,0.0
RIQ-00868,Pro,E-commerce,Delhi,Direct,Monthly,28,2140.0,25680.0,1.0,88.0,5,11500.0,2022-12-12,,0,0.0
RIQ-00869,Pro,Edtech,Pune,Email Campaign,Monthly,7,2410.0,28920.0,1.0,57.0,14,8100.0,2022-03-23,,0,0.0
RIQ-00870,Basic,Healthcare,Delhi,Paid Search,Annual,6,640.0,7680.0,2.0,55.0,7,3900.0,2022-10-01,2023-04-03,1,7680.0
RIQ-00871,Pro,Edtech,Hyderabad,Social Media,Monthly,60,2360.0,28320.0,5.0,49.0,8,10700.0,2023-01-07,,0,0.0
RIQ-00872,Basic,Edtech,Chennai,Direct,Monthly,2,580.0,6960.0,2.0,47.0,11,2400.0,2022-01-24,,0,0.0
RIQ-00873,Pro,E-commerce,Hyderabad,Social Media,Monthly,6,2240.0,26880.0,0.0,22.0,13,9600.0,2022-03-23,,0,0.0
RIQ-00874,Pro,E-commerce,Mumbai,Email Campaign,Annual,1,2440.0,29280.0,2.0,52.0,12,6200.0,2023-04-30,,0,0.0
RIQ-00875,Basic,Fintech,Delhi,Organic Search,Annual,1,880.0,10560.0,0.0,29.0,10,2300.0,2022-03-27,,0,0.0
RIQ-00876,Basic,Edtech,Hyderabad,Paid Search,Monthly,2,960.0,11520.0,2.0,43.0,14,2700.0,2023-02-04,2023-03-30,1,11520.0
RIQ-00877,Pro,Fintech,Bengaluru,Referral,Monthly,34,1630.0,19560.0,1.0,70.0,19,6300.0,2023-06-24,,0,0.0
RIQ-00878,Basic,Fintech,Hyderabad,Direct,Monthly,1,930.0,11160.0,2.0,47.0,2,3400.0,2022-11-30,2023-01-11,1,11160.0
RIQ-00879,Pro,Fintech,Pune,Direct,Monthly,9,1770.0,21240.0,2.0,57.0,9,14500.0,2023-04-01,,0,0.0
RIQ-00880,Pro,Fintech,Bengaluru,Organic Search,Monthly,32,2090.0,25080.0,0.0,76.0,15,11700.0,2023-04-13,,0,0.0
